@relation temp_weka

@attribute h numeric
@attribute h_y numeric
@attribute num_pub numeric
@attribute num_cit numeric
@attribute mean_cit_paper numeric
@attribute h_num_papers numeric
@attribute age numeric
@attribute gender {F,M}
@attribute Abilitato {No,Si}

@data
7,0.538462,25,378,15.12,0.28,13,F,No
7,0.538462,25,449,17.96,0.28,13,M,No
15,1.875,23,278,12.086957,0.652174,8,F,No
4,0.444444,9,65,7.222222,0.444444,9,M,No
6,0.666667,9,98,10.888889,0.666667,9,F,No
6,1.5,11,48,4.363636,0.545455,4,M,No
23,1,60,1661,27.683333,0.383333,23,M,No
12,1.5,25,186,7.44,0.48,8,M,No
12,1.5,25,139,5.56,0.48,8,F,No
12,1.5,25,308,12.32,0.48,8,M,No
12,1.5,25,295,11.8,0.48,8,M,No
11,1.375,24,131,5.458333,0.458333,8,M,No
11,1.375,24,263,10.958333,0.458333,8,M,No
11,1.375,24,248,10.333333,0.458333,8,M,No
10,0.769231,16,256,16,0.625,13,F,No
12,3,16,84,5.25,0.75,4,F,No
22,1.833333,41,568,13.853659,0.536585,12,F,No
10,3.333333,10,19,1.9,1,3,F,No
5,1.666667,10,6,0.6,0.5,3,F,No
20,0.555556,45,2556,56.8,0.444444,36,M,No
1,?,35,1,0.028571,0.028571,?,M,No
6,0.6,27,304,11.259259,0.222222,10,M,No
8,1,27,294,10.888889,0.296296,8,M,No
6,1,13,122,9.384615,0.461538,6,M,No
10,3.333333,43,189,4.395349,0.232558,3,M,No
2,0.666667,5,19,3.8,0.4,3,F,No
13,3.25,17,118,6.941176,0.764706,4,M,No
10,2.5,13,59,4.538462,0.769231,4,M,No
1,0.333333,5,11,2.2,0.2,3,M,No
6,0.5,10,167,16.7,0.6,12,M,No
8,1,17,133,7.823529,0.470588,8,M,No
5,0.833333,16,102,6.375,0.3125,6,F,No
12,1.333333,18,219,12.166667,0.666667,9,M,No
4,?,23,96,4.173913,0.173913,?,F,No
6,?,12,30,2.5,0.5,?,M,No
14,7,19,2,0.105263,0.736842,2,M,No
11,2.75,38,118,3.105263,0.289474,4,M,No
18,4.5,22,147,6.681818,0.818182,4,F,No
4,1,9,64,7.111111,0.444444,4,M,No
16,1.230769,36,569,15.805556,0.444444,13,F,No
15,1.153846,18,193,10.722222,0.833333,13,F,No
15,1.153846,30,223,7.433333,0.5,13,M,No
3,0.230769,9,167,18.555556,0.333333,13,M,No
1,0.166667,9,81,9,0.111111,6,M,No
18,1.2,39,316,8.102564,0.461538,15,M,No
18,1.2,39,665,17.051282,0.461538,15,M,No
10,0.909091,23,234,10.173913,0.434783,11,F,No
9,0.818182,22,239,10.863636,0.409091,11,M,No
5,0.714286,44,258,5.863636,0.113636,7,F,No
5,0.714286,44,245,5.568182,0.113636,7,M,No
11,1.222222,22,167,7.590909,0.5,9,M,No
6,0.545455,14,154,11,0.428571,11,M,No
12,0.8,35,649,18.542857,0.342857,15,M,No
2,0.4,5,35,7,0.4,5,M,No
10,0.47619,37,1132,30.594595,0.27027,21,M,No
9,1.5,36,132,3.666667,0.25,6,F,No
3,0.5,7,53,7.571429,0.428571,6,M,No
14,2.333333,36,216,6,0.388889,6,F,No
5,?,8,37,4.625,0.625,?,F,No
15,?,34,83,2.441176,0.441176,?,M,No
15,?,17,15,0.882353,0.882353,?,F,No
1,?,35,176,5.028571,0.028571,?,M,No
8,0.888889,31,505,16.290323,0.258065,9,F,No
8,0.888889,35,374,10.685714,0.228571,9,M,No
8,0.888889,33,214,6.484848,0.242424,9,F,No
8,0.888889,35,312,8.914286,0.228571,9,M,No
3,0.428571,29,384,13.241379,0.103448,7,M,No
12,0.923077,18,241,13.388889,0.666667,13,M,No
15,2.142857,20,184,9.2,0.75,7,M,No
5,1,16,75,4.6875,0.3125,5,M,No
9,1,12,91,7.583333,0.75,9,F,No
2,0.2,16,192,12,0.125,10,M,No
9,0.9,16,147,9.1875,0.5625,10,M,No
1,0.1,16,149,9.3125,0.0625,10,F,No
15,1.5,16,258,16.125,0.9375,10,M,No
2,0.2,16,131,8.1875,0.125,10,M,No
12,1.2,16,80,5,0.75,10,M,No
1,0.1,16,112,7,0.0625,10,F,No
5,?,18,41,2.277778,0.277778,?,F,No
13,?,31,44,1.419355,0.419355,?,M,No
6,1.2,14,61,4.357143,0.428571,5,M,No
17,4.25,32,100,3.125,0.53125,4,M,No
8,0.666667,23,387,16.826087,0.347826,12,M,No
9,0.9,21,287,13.666667,0.428571,10,F,No
10,3.333333,21,38,1.809524,0.47619,3,M,No
6,1.5,7,53,7.571429,0.857143,4,F,No
3,0.6,69,253,3.666667,0.043478,5,F,No
10,3.333333,35,108,3.085714,0.285714,3,M,No
8,2.666667,28,12,0.428571,0.285714,3,M,No
3,?,34,139,4.088235,0.088235,?,F,No
11,5.5,27,42,1.555556,0.407407,2,F,No
9,9,27,1,0.037037,0.333333,1,F,No
6,0.461538,14,254,18.142857,0.428571,13,M,No
7,0.538462,24,249,10.375,0.291667,13,M,No
14,1.75,15,195,13,0.933333,8,F,No
8,4,44,68,1.545455,0.181818,2,F,No
11,5.5,19,49,2.578947,0.578947,2,M,No
12,1.714286,14,123,8.785714,0.857143,7,F,No
14,2,14,109,7.785714,1,7,M,No
19,1.9,36,204,5.666667,0.527778,10,M,No
9,0.529412,64,1315,20.546875,0.140625,17,M,No
10,1.428571,18,135,7.5,0.555556,7,M,No
8,0.888889,12,106,8.833333,0.666667,9,F,No
7,1.4,14,80,5.714286,0.5,5,M,No
5,0.263158,115,2082,18.104348,0.043478,19,M,No
5,0.263158,115,1187,10.321739,0.043478,19,F,No
23,2.555556,41,555,13.536585,0.560976,9,F,No
8,1.6,11,71,6.454545,0.727273,5,F,No
3,0.75,3,16,5.333333,1,4,F,No
